Analyse 1,Algebre 1,Electrostatique et Magnetostatique,Mecanique du Point,Architecture des Ordinateurs,Tec1,Electrocinetique et Optique Geometrique,Analyse2,Outils Informatiques,Algebre 2,Chimie Generale,Tec2 et Anglais,Mecanique du Solide,Algebre 3,Analyse 3,Thermodynamique et Statique des Fluides,Tec et Anglais 2,Electromagnetisme et Optique Physique,Electronique,Analyse 4,Probabilites et Statistiques,Programmation C,Dao et Materiaux,Organisation Entreprise et Economie,Moyenne,Moyenne de Baccalaureat,Region d'Origine,Filiere choisie
14,10,11,11,13,14,11,10,14,15,15,13,15,10,10,15,12,10,10,13,12,10,13,14,12.291666666666666,16.424568755020786,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,15,11,12,11,11,12,13,9,9,15,10,10,11,14,15,12,10,11,14,10,13,11,11,11.708333333333334,15.217500808614002,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
15,15,15,11,14,9,14,15,10,10,15,10,15,10,10,15,11,14,13,13,12,14,12,15,12.791666666666666,14.94282930071946,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,12,14,10,12,12,10,13,11,13,15,15,12,9,14,15,15,9,15,9,15,14,11,11,12.333333333333334,15.254620113427489,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,13,9,9,13,11,11,11,9,13,15,12,11,11,12,15,10,11,11,9,9,9,12,10,11.166666666666666,16.535146349921988,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,13,12,14,9,14,12,10,13,12,15,11,10,13,14,15,14,13,10,9,12,12,15,13,12.375,15.181291366064544,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
15,10,14,15,10,10,11,12,13,10,14,10,12,15,10,15,12,14,9,14,12,14,15,14,12.5,15.280825267781731,Laayoune-Sakia El Hamra,Genie Mecanique
14,12,10,10,11,11,14,14,11,11,15,9,11,12,14,15,14,9,15,13,9,9,12,15,12.083333333333334,15.55856037051895,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,15,14,12,15,11,9,9,15,15,14,12,13,14,14,11,10,13,14,14,15,11,14,13,12.875,17.32300717938197,Guelmim-Oued Noun,Genie Industriel
15,13,11,9,10,15,12,9,15,11,15,14,13,13,13,11,14,15,14,12,11,15,14,15,12.875,15.016434424562744,Souss-Massa,Genie Industriel
13,9,11,15,12,14,10,14,9,10,9,13,10,10,13,15,10,15,9,13,10,9,14,11,11.583333333333334,14.79586019293012,Casablanca-Settat,Genie Mecanique
9,15,9,10,14,11,12,10,13,10,15,14,11,14,14,15,11,14,15,11,11,11,12,10,12.125,12.760544148282053,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,13,15,14,9,11,15,12,11,9,15,9,9,9,9,15,15,13,10,15,11,11,9,10,11.625,15.969315181072988,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,15,9,9,12,12,13,14,10,10,15,14,15,11,12,15,14,10,11,15,11,12,14,10,12.25,17.379701850621743,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,10,13,15,15,10,13,15,14,13,15,9,11,15,10,15,9,12,10,11,10,14,9,10,12.041666666666666,15.82123339635594,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
13,13,10,12,9,13,15,11,15,10,15,14,12,15,14,10,10,11,15,11,12,13,14,10,12.375,15.97975157260194,Souss-Massa,Genie Industriel
15,10,14,13,15,15,13,12,13,9,15,15,13,11,15,15,9,11,13,10,14,11,13,11,12.708333333333334,16.18412993312775,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
10,12,14,14,10,9,10,13,9,9,15,10,11,10,14,15,9,9,14,11,10,13,12,11,11.416666666666666,17.76177097060707,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
12,14,12,13,10,15,12,15,10,14,15,12,14,14,14,15,15,9,15,10,9,12,13,13,12.791666666666666,15.124966393654764,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,11,13,9,13,9,9,13,14,13,14,9,12,13,15,12,11,10,14,15,15,14,15,11,12.416666666666666,17.563926005598436,Tanger-Tetouan-Al Hoceima,Genie Industriel
13,11,15,15,13,12,9,9,13,15,15,11,13,11,14,15,9,9,11,9,9,13,12,14,12.083333333333334,14.983047656474175,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
13,9,9,13,13,15,10,15,10,9,15,14,12,14,14,15,13,13,9,9,15,10,13,12,12.25,13.878382288956164,Draa-Tafilalet,Genie de Procedes de l'Energie et de l'Environnement
13,14,13,10,11,13,12,13,9,12,15,11,14,14,13,15,10,11,14,9,10,12,15,9,12.166666666666666,16.4367361473421,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,10,12,11,11,10,10,13,11,13,15,14,14,15,15,15,12,11,12,9,13,13,10,10,12.208333333333334,14.200085736208488,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,9,10,10,12,14,10,13,15,11,14,10,10,13,12,15,11,12,14,9,14,12,15,10,12.041666666666666,13.82921888672338,Souss-Massa,Genie Industriel
15,13,15,12,14,15,15,10,10,14,10,14,11,9,15,11,14,12,14,11,12,9,13,14,12.583333333333334,15.271266898650063,Souss-Massa,Genie Electrique
11,13,13,14,13,14,12,11,9,11,15,15,9,10,15,15,11,13,12,10,12,10,11,14,12.208333333333334,17.928321522816574,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,12,11,11,15,13,15,12,14,12,15,10,13,11,11,15,12,13,15,12,11,9,9,11,12.375,15.842794207873991,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,9,15,9,10,12,9,11,14,14,15,11,13,12,15,15,14,15,15,11,11,15,12,11,12.541666666666666,15.19855176492383,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
13,14,11,15,12,15,13,14,10,9,11,13,11,12,14,15,13,13,14,13,15,14,15,10,12.875,17.2966057518166,Oriental,Genie Civil(BTP)
14,12,12,11,11,10,13,13,11,10,15,10,14,11,13,15,9,15,10,12,14,11,10,14,12.083333333333334,14.775233374958464,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,15,10,9,15,13,9,14,9,13,15,15,15,13,10,15,14,11,15,12,15,14,12,11,12.666666666666666,17.420411075931074,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,14,14,15,14,15,12,10,11,12,10,9,9,10,15,15,11,14,14,12,10,12,14,9,12.166666666666666,16.220668515480487,Oriental,Genie Mecanique
15,9,13,9,9,11,15,13,12,14,15,13,11,11,10,15,11,10,9,13,14,9,10,14,11.875,15.684749735080423,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,12,10,9,10,10,10,11,14,15,15,15,10,10,11,15,10,9,15,10,14,15,9,9,11.75,16.856059012056726,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
11,10,14,10,10,14,10,13,14,12,15,10,11,13,15,9,10,11,15,12,13,11,14,10,11.958333333333334,16.037027877922462,Marrakech-Safi,Genie Industriel
15,14,14,15,10,9,10,12,12,10,14,14,14,10,15,15,10,14,15,15,9,14,14,10,12.666666666666666,16.22953264382958,Souss-Massa,Genie Mecanique
9,14,9,14,11,11,9,10,9,10,15,9,11,9,14,15,13,15,15,9,9,14,13,13,11.666666666666666,14.877682287041848,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
13,11,10,13,10,10,9,13,9,12,15,13,9,14,12,15,15,15,11,14,14,11,13,13,12.25,17.897679441659747,Dakhla-Oued Ed-Dahab,Genie de Procedes de l'Energie et de l'Environnement
11,15,11,13,15,10,15,15,10,15,15,9,9,12,14,15,9,11,10,11,9,11,13,10,12.0,14.711140190935131,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
11,15,13,15,12,10,13,9,10,15,15,13,10,15,13,15,10,14,15,14,12,14,11,9,12.625,16.820980180474464,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,14,12,13,10,12,15,10,15,15,15,10,11,10,11,15,10,11,12,13,12,11,13,11,12.333333333333334,15.158133927518753,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,15,10,15,11,10,13,9,11,13,15,13,15,15,12,15,9,13,14,13,12,14,12,14,12.583333333333334,16.047567019776572,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
9,14,14,11,9,12,15,9,9,13,15,10,13,11,9,15,13,15,12,14,14,9,10,13,12.0,15.61628999813957,Draa-Tafilalet,Genie de Procedes de l'Energie et de l'Environnement
13,9,11,10,11,10,14,10,11,15,15,12,9,14,10,15,11,12,10,12,12,12,14,11,11.791666666666666,14.138080844253812,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,12,12,15,11,11,10,11,10,15,15,14,11,14,14,15,11,13,15,14,10,13,11,10,12.375,18.16084291853368,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
15,13,15,12,15,14,11,13,14,11,14,15,13,15,14,9,9,13,9,12,14,15,14,12,12.958333333333334,17.213595315004028,Souss-Massa,Genie Informatique
11,10,14,15,13,9,10,11,11,13,9,15,11,9,10,15,9,14,11,11,15,13,15,11,11.875,17.323833412263326,Marrakech-Safi,Genie Mecanique
10,15,14,14,12,13,9,10,9,11,15,11,11,11,10,15,11,9,14,14,14,15,13,10,12.083333333333334,15.539848810205736,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
13,11,13,9,15,10,11,10,15,13,15,14,9,13,11,15,14,9,10,15,15,9,15,12,12.333333333333334,15.259093174299087,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,11,11,11,15,13,15,10,12,14,15,9,15,14,15,15,12,12,13,12,15,9,13,10,12.541666666666666,16.97334787219318,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,10,15,14,13,9,12,11,9,14,15,9,9,11,12,15,14,11,12,9,14,12,9,10,11.833333333333334,16.232570415491065,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,11,10,10,10,9,14,9,10,15,15,15,15,12,14,15,9,13,9,15,11,9,10,11,11.875,15.196303707714495,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,9,9,11,14,10,15,11,13,10,15,9,14,14,15,15,14,12,15,10,10,15,9,13,12.291666666666666,16.00737050347061,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,11,14,15,10,15,10,13,14,9,9,10,9,14,11,15,14,15,13,14,12,11,15,11,12.25,16.519083755741015,Souss-Massa,Genie Mecanique
10,11,11,15,11,15,15,11,15,9,12,10,13,12,15,15,11,15,14,11,12,11,15,10,12.458333333333334,16.490660916114273,Souss-Massa,Genie Mecanique
10,9,11,12,9,10,15,9,14,14,14,15,11,11,13,15,10,9,14,10,9,13,15,13,11.875,17.191243564573792,Souss-Massa,Genie Industriel
15,10,10,10,15,13,9,10,15,11,15,11,15,15,15,15,12,15,10,12,10,13,13,9,12.416666666666666,15.661762147003424,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
15,14,11,14,13,11,13,10,15,12,14,11,14,11,11,14,10,9,15,13,11,12,15,15,12.625,13.127229862055309,Marrakech-Safi,Genie Industriel
11,9,13,11,14,14,10,10,9,14,15,13,9,11,12,15,13,9,10,10,13,10,14,13,11.75,15.49977699149022,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
12,12,10,11,10,10,14,14,12,15,15,13,9,14,14,15,14,13,12,9,9,15,13,9,12.25,15.133901371922349,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
14,14,10,10,11,11,10,14,12,11,15,15,11,15,11,15,14,12,11,14,14,11,11,10,12.333333333333334,16.743892541102657,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,13,9,10,10,9,14,13,12,11,15,13,12,12,15,15,15,14,14,10,15,13,14,9,12.458333333333334,16.131010907943043,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
9,9,15,10,15,9,15,15,11,15,11,11,12,9,13,11,15,9,14,10,10,13,10,14,11.875,13.45339426137549,Souss-Massa,Genie Electrique
9,15,10,10,15,14,14,12,12,10,15,13,12,11,9,15,15,10,13,15,15,15,9,10,12.416666666666666,17.743429161274538,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
12,15,13,10,14,12,14,14,14,10,15,13,11,10,13,12,12,9,14,11,9,10,14,11,12.166666666666666,16.079010261288236,Casablanca-Settat,Genie Industriel
12,14,14,10,9,15,9,10,14,15,15,13,13,10,12,15,11,13,12,13,13,13,13,12,12.5,17.927649547154893,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,12,12,15,11,15,9,13,15,11,11,14,10,9,11,15,9,14,13,10,15,15,14,9,12.166666666666666,15.225030552307212,Draa-Tafilalet,Genie Mecanique
10,9,12,12,10,9,9,11,14,12,15,13,10,14,9,15,9,13,11,11,14,14,11,13,11.666666666666666,16.073065467091105,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
13,9,15,9,11,15,15,9,10,13,10,12,15,14,11,10,14,13,15,10,9,12,15,15,12.25,16.32266106038496,Souss-Massa,Genie Electrique
13,10,12,10,15,11,10,15,14,11,15,15,15,10,11,15,14,14,11,12,13,10,11,12,12.458333333333334,16.459525352381853,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,12,11,10,11,14,15,13,10,10,15,14,15,13,11,15,9,15,11,13,11,11,12,15,12.458333333333334,16.808182958147462,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
12,9,15,12,14,15,13,11,15,10,15,12,15,11,11,10,14,13,15,14,12,14,15,10,12.791666666666666,17.700104390426734,Souss-Massa,Genie Industriel
12,9,9,15,12,14,15,10,14,10,10,10,13,11,10,15,13,10,11,9,15,11,15,15,12.0,14.191257606069271,Souss-Massa,Genie Civil(BTP)
11,10,9,9,14,13,12,10,11,12,15,14,11,12,13,15,12,12,12,9,12,12,15,14,12.041666666666666,15.696547624226836,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,11,14,15,15,10,11,9,14,10,15,15,11,14,11,15,11,9,9,11,10,13,13,15,12.125,17.467432643138903,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
10,14,13,10,11,11,14,9,15,11,14,10,11,15,15,12,11,13,14,14,11,11,14,10,12.208333333333334,16.00145887907923,Souss-Massa,Genie Industriel
12,9,9,12,13,10,10,10,15,12,15,9,12,9,9,12,9,10,14,12,13,13,14,14,11.541666666666666,16.393447410753268,Souss-Massa,Genie Industriel
13,11,15,11,13,10,15,9,9,9,11,10,11,13,11,10,14,9,15,11,9,11,10,15,11.458333333333334,15.966219421876588,Marrakech-Safi,Genie Electrique
15,9,12,11,12,11,9,11,10,14,15,12,11,14,9,15,12,12,15,10,10,13,15,13,12.083333333333334,12.97768161321954,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
12,11,15,11,11,9,12,14,11,11,15,10,13,15,15,15,10,9,10,12,14,13,13,14,12.291666666666666,15.714602557579758,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,9,12,15,10,15,13,9,15,9,14,10,13,12,13,12,9,9,15,11,9,12,14,15,11.875,15.474755524932156,Rabat-Sale-Kenitra,Genie Industriel
15,9,9,11,14,15,9,12,13,9,15,10,11,11,10,15,11,15,15,9,12,15,13,9,11.958333333333334,13.466971551993382,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,9,13,14,12,15,11,13,15,9,14,9,11,12,14,14,10,9,15,10,13,15,14,11,12.166666666666666,17.709550632377052,Marrakech-Safi,Genie Industriel
15,13,9,12,14,11,14,13,14,11,15,15,12,15,9,10,12,10,15,10,9,11,15,14,12.416666666666666,16.764064240944975,Souss-Massa,Genie Industriel
13,15,10,9,11,14,11,14,13,13,15,9,15,12,10,15,13,15,11,9,12,10,13,13,12.291666666666666,15.556175317760877,Oriental,Genie de Procedes de l'Energie et de l'Environnement
12,12,15,11,11,10,10,13,14,10,15,10,9,15,15,15,15,10,15,13,14,13,13,10,12.5,17.545968024645283,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,12,13,15,12,9,15,14,11,13,12,14,12,12,12,15,10,14,12,10,12,14,14,14,12.583333333333334,15.361271458649524,Souss-Massa,Genie Mecanique
14,12,12,13,14,15,14,10,15,9,14,13,10,10,13,11,13,13,15,12,9,14,14,15,12.666666666666666,16.453465000993642,Souss-Massa,Genie Industriel
10,9,13,12,13,12,10,13,11,12,15,14,10,14,11,15,14,14,13,13,12,9,13,12,12.25,16.672437718782664,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
12,15,15,9,14,12,9,10,13,14,15,11,9,9,13,15,10,15,15,14,10,15,13,15,12.583333333333334,15.95007160029276,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,9,10,12,15,14,10,15,9,13,15,12,11,14,10,15,13,10,9,15,14,15,14,10,12.333333333333334,15.992226385230383,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,13,15,15,12,15,15,11,14,15,15,11,13,12,11,14,14,12,14,9,13,9,9,15,12.75,16.927034053309495,Rabat-Sale-Kenitra,Genie Electrique
10,15,11,14,14,11,12,11,14,13,15,14,10,10,13,15,15,11,9,13,13,15,11,11,12.5,17.668800844504574,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
12,9,9,11,12,10,13,12,10,12,15,15,12,11,15,15,15,15,14,11,9,11,15,14,12.375,15.203535387823464,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,12,14,9,9,15,10,13,13,13,15,9,9,10,15,15,9,13,9,10,13,13,11,13,11.875,15.388849056056642,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,14,9,10,14,14,9,11,15,11,14,15,12,11,12,12,12,15,14,13,13,10,14,13,12.375,18.106296132316128,Dakhla-Oued Ed-Dahab,Genie Industriel
15,9,12,11,13,13,11,14,15,11,14,14,15,10,11,12,15,13,14,10,9,10,15,15,12.541666666666666,16.399043498871766,Laayoune-Sakia El Hamra,Genie Industriel
9,9,15,15,12,13,10,14,15,10,13,13,15,10,11,15,11,14,14,11,11,15,15,12,12.583333333333334,16.854308466863763,Souss-Massa,Genie Mecanique
13,15,14,11,9,11,15,10,9,12,15,11,9,10,11,15,9,10,10,15,9,15,10,9,11.541666666666666,15.187312240082642,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
13,11,12,11,10,14,15,14,14,13,15,10,10,12,10,15,11,14,11,11,15,15,14,14,12.666666666666666,17.90230489418479,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,11,15,15,10,11,10,12,11,14,15,10,10,13,14,15,10,9,15,14,14,11,12,12,12.208333333333334,17.39240038240967,Tanger-Tetouan-Al Hoceima,Genie de Procedes de l'Energie et de l'Environnement
10,11,12,13,14,11,14,12,10,14,15,13,9,12,13,15,14,15,14,9,11,12,14,10,12.375,15.821865795975958,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,15,15,14,11,15,10,10,15,9,15,15,14,11,13,13,15,15,15,12,15,12,15,13,13.416666666666666,16.562970521923887,Souss-Massa,Genie Industriel
11,15,15,15,10,15,15,10,15,15,10,13,15,14,13,10,14,14,15,13,12,9,15,13,13.166666666666666,13.985934008504818,Souss-Massa,Genie Electrique
11,9,9,15,12,10,12,9,15,15,10,15,12,10,11,15,9,13,13,13,11,13,15,14,12.125,15.425566483290073,Souss-Massa,Genie Civil(BTP)
12,9,12,10,11,15,12,9,13,14,15,15,9,11,9,15,12,12,11,9,9,15,15,10,11.833333333333334,16.452368861141277,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
10,9,14,11,13,9,13,10,14,14,15,12,13,10,14,13,11,13,14,9,11,13,14,14,12.208333333333334,16.34507318879181,Souss-Massa,Genie Industriel
15,15,15,15,14,11,9,15,11,13,15,11,14,10,10,15,12,9,10,14,13,12,10,9,12.375,16.123454527502616,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
12,15,10,12,15,9,10,15,15,11,11,11,14,12,14,12,14,15,11,12,15,15,15,14,12.875,17.12005427110701,Souss-Massa,Genie Informatique
10,9,11,13,13,13,11,9,15,13,15,13,14,10,14,15,14,10,14,10,12,14,11,10,12.208333333333334,15.061882915970385,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,11,15,12,15,12,15,12,15,13,15,11,10,10,12,9,14,14,14,12,13,9,10,12,12.5,16.958935222851004,Souss-Massa,Genie Electrique
9,11,9,10,14,12,10,12,13,10,15,10,14,14,9,15,10,14,13,9,13,10,13,10,11.625,17.83162575624476,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,15,12,11,14,11,12,9,10,13,15,11,15,15,15,15,15,11,14,11,10,12,10,9,12.25,17.001013566128254,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,12,14,10,12,15,15,11,15,13,15,10,11,14,11,11,15,11,14,11,9,14,15,10,12.541666666666666,16.796685489845792,Beni Mellal-Khenifra,Genie Industriel
11,15,12,10,12,15,11,10,11,15,15,10,15,12,9,15,11,9,14,12,13,9,11,13,12.083333333333334,17.01203942589427,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,10,11,15,9,9,9,15,9,13,9,10,13,10,14,15,15,9,13,13,13,14,15,9,11.875,13.274045966953215,Marrakech-Safi,Genie Civil(BTP)
10,14,12,12,14,10,12,10,10,10,15,14,9,11,10,15,14,10,14,14,13,13,10,11,11.958333333333334,17.23042940300411,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
10,12,14,11,12,13,12,13,9,15,15,11,10,15,11,15,15,15,12,12,10,14,15,11,12.583333333333334,17.46309804497671,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
13,9,15,15,12,11,13,13,15,15,12,10,11,9,12,15,15,15,14,12,9,11,14,10,12.5,12.752534719696648,Souss-Massa,Genie Mecanique
13,10,12,10,13,14,13,12,14,13,14,12,12,15,13,11,12,12,14,10,10,9,14,11,12.208333333333334,17.79533138204019,Beni Mellal-Khenifra,Genie Industriel
11,11,14,14,10,13,14,13,14,13,15,11,15,13,10,15,11,12,10,15,10,14,13,10,12.541666666666666,17.3091372246566,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,9,15,9,9,13,15,14,13,15,12,12,13,9,10,15,14,9,14,10,9,9,14,13,11.916666666666666,13.64526097336734,Marrakech-Safi,Genie Electrique
11,12,12,15,11,9,14,10,15,9,15,13,14,12,9,9,15,15,14,14,9,14,14,10,12.291666666666666,15.67623871116768,Tanger-Tetouan-Al Hoceima,Genie Industriel
14,12,14,14,13,12,12,10,14,9,15,13,12,13,13,13,11,11,15,11,10,10,14,10,12.291666666666666,17.33780639658322,Marrakech-Safi,Genie Industriel
15,12,11,14,13,14,12,14,14,14,15,15,10,14,11,11,9,12,14,13,11,10,14,15,12.791666666666666,14.162464371403887,Souss-Massa,Genie Industriel
14,13,13,12,11,11,10,14,15,14,14,12,13,15,10,9,12,11,14,15,11,14,15,11,12.625,16.003349736571387,Souss-Massa,Genie Industriel
14,15,11,10,15,14,11,15,11,9,15,12,9,14,13,15,12,14,12,10,12,11,15,10,12.458333333333334,15.886869257417857,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
10,13,15,11,12,11,15,13,14,10,11,13,9,15,9,13,14,15,15,12,13,12,11,13,12.458333333333334,12.712301926916378,Fes-Meknes,Genie Electrique
12,12,13,10,9,13,11,15,11,13,15,10,10,11,10,15,13,15,10,15,14,11,15,14,12.375,13.367036995742009,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
11,12,15,12,13,13,10,15,10,14,15,12,15,14,11,15,9,12,14,12,10,10,12,13,12.458333333333334,16.26423492738813,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,9,15,13,15,14,15,10,12,11,13,9,11,10,12,9,15,9,14,10,12,13,14,14,12.208333333333334,15.739942871916302,Souss-Massa,Genie Electrique
10,15,12,14,9,11,10,11,14,12,15,14,13,14,9,15,13,9,14,9,14,10,12,10,12.041666666666666,16.538577416124113,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,13,13,10,10,11,15,12,12,15,15,14,11,11,9,15,12,10,15,15,15,13,10,9,12.416666666666666,16.952138271686273,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
15,10,11,15,9,15,15,11,14,9,15,13,15,11,14,15,12,15,15,11,12,14,13,14,13.041666666666666,15.130782251970114,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,13,12,15,9,12,12,12,15,9,14,11,10,11,12,10,13,10,15,11,13,11,14,9,11.75,17.20299911813031,Souss-Massa,Genie Industriel
13,15,11,11,12,13,11,15,15,11,15,11,14,12,10,12,15,11,15,11,13,14,15,9,12.666666666666666,16.600169729124016,Oriental,Genie Industriel
9,15,10,11,11,10,11,15,12,14,15,11,15,12,9,15,10,11,15,10,11,11,9,10,11.75,14.496632013351286,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
